x,y,z,ok
0.21,0.04,0.25,False
0.21,0.06,0.25,False
0.21,0.08,0.25,False
0.21,0.1,0.25,False
0.21,0.12,0.25,False
0.21,0.14,0.25,False
0.21,0.16,0.25,False
0.21,0.18,0.25,False
0.21,0.2,0.25,True
0.21,0.22,0.25,True
0.21,0.24,0.25,True
0.21,0.26,0.25,True
0.21,0.28,0.25,True
0.21,0.3,0.25,True
0.21,0.32,0.25,True
0.21,0.34,0.25,True
0.21,0.36,0.25,True
0.21,0.38,0.25,True
0.21,0.4,0.25,True
0.23,-0.4,0.25,True
0.23,-0.38,0.25,True
0.23,-0.36,0.25,True
0.23,-0.34,0.25,True
0.23,-0.32,0.25,True
0.23,-0.3,0.25,True
0.23,-0.28,0.25,True
0.23,-0.26,0.25,True
0.23,-0.24,0.25,True
0.23,-0.22,0.25,True
0.23,-0.2,0.25,True
0.23,-0.18,0.25,True
0.23,-0.16,0.25,False
0.23,-0.14,0.25,False
0.23,-0.12,0.25,False
0.23,-0.1,0.25,False
0.23,-0.08,0.25,False
0.23,-0.06,0.25,False
0.23,-0.04,0.25,False
0.23,-0.02,0.25,False
0.23,0.0,0.25,False
0.23,0.02,0.25,False
0.23,0.04,0.25,False
0.23,0.06,0.25,False
0.23,0.08,0.25,False
0.23,0.1,0.25,False
0.23,0.12,0.25,False
0.23,0.14,0.25,False
0.23,0.16,0.25,False
0.23,0.18,0.25,False
0.23,0.2,0.25,True
0.23,0.22,0.25,True
0.23,0.24,0.25,True
0.23,0.26,0.25,True
0.23,0.28,0.25,True
0.23,0.3,0.25,True
0.23,0.32,0.25,True
0.23,0.34,0.25,True
0.23,0.36,0.25,True
0.23,0.38,0.25,True
0.23,0.4,0.25,True
0.25,-0.4,0.25,True
0.25,-0.38,0.25,True
0.25,-0.36,0.25,True
0.25,-0.34,0.25,True
0.25,-0.32,0.25,True
0.25,-0.3,0.25,True
0.25,-0.28,0.25,True
0.25,-0.26,0.25,True
0.25,-0.24,0.25,True
0.25,-0.22,0.25,True
0.25,-0.2,0.25,True
0.25,-0.18,0.25,True
0.25,-0.16,0.25,True
0.25,-0.14,0.25,False
0.25,-0.12,0.25,False
0.25,-0.1,0.25,False
0.25,-0.08,0.25,False
0.25,-0.06,0.25,False
0.25,-0.04,0.25,False
0.25,-0.02,0.25,False
0.25,0.0,0.25,False
0.25,0.02,0.25,False
0.25,0.04,0.25,False
0.25,0.06,0.25,False
0.25,0.08,0.25,False
0.25,0.1,0.25,False
0.25,0.12,0.25,False
0.25,0.14,0.25,False
0.25,0.16,0.25,True
0.25,0.18,0.25,True
0.25,0.2,0.25,True
0.25,0.22,0.25,True
0.25,0.24,0.25,True
0.25,0.26,0.25,True
0.25,0.28,0.25,True
0.25,0.3,0.25,True
0.25,0.32,0.25,True
0.25,0.34,0.25,True
0.25,0.36,0.25,True
0.25,0.38,0.25,True
0.25,0.4,0.25,True
0.27,-0.4,0.25,True
0.27,-0.38,0.25,True
0.27,-0.36,0.25,True
0.27,-0.34,0.25,True
0.27,-0.32,0.25,True
0.27,-0.3,0.25,True
0.27,-0.28,0.25,True
0.27,-0.26,0.25,True
0.27,-0.24,0.25,True
0.27,-0.22,0.25,True
0.27,-0.2,0.25,True
0.27,-0.18,0.25,True
0.27,-0.16,0.25,True
0.27,-0.14,0.25,True
0.27,-0.12,0.25,False
0.27,-0.1,0.25,False
0.27,-0.08,0.25,False
0.27,-0.06,0.25,False
0.27,-0.04,0.25,False
0.27,-0.02,0.25,False
0.27,0.0,0.25,False
0.27,0.02,0.25,False
0.27,0.04,0.25,False
0.27,0.06,0.25,False
0.27,0.08,0.25,False
0.27,0.1,0.25,False
0.27,0.12,0.25,True
0.27,0.14,0.25,True
0.27,0.16,0.25,True
0.27,0.18,0.25,True
0.27,0.2,0.25,True
0.27,0.22,0.25,True
0.27,0.24,0.25,True
0.27,0.26,0.25,True
0.27,0.28,0.25,True
0.27,0.3,0.25,True
0.27,0.32,0.25,True
0.27,0.34,0.25,True
0.27,0.36,0.25,True
0.27,0.38,0.25,True
0.27,0.4,0.25,True
0.29,-0.4,0.25,True
0.29,-0.38,0.25,True
0.29,-0.36,0.25,True
0.29,-0.34,0.25,True
0.29,-0.32,0.25,True
0.29,-0.3,0.25,True
0.29,-0.28,0.25,True
0.29,-0.26,0.25,True
0.29,-0.24,0.25,True
0.29,-0.22,0.25,True
0.29,-0.2,0.25,True
0.29,-0.18,0.25,True
0.29,-0.16,0.25,True
0.29,-0.14,0.25,True
0.29,-0.12,0.25,True
0.29,-0.1,0.25,True
0.29,-0.08,0.25,True
0.29,-0.06,0.25,True
0.29,-0.04,0.25,True
0.29,-0.02,0.25,True
0.29,0.0,0.25,True
0.29,0.02,0.25,True
0.29,0.04,0.25,True
0.29,0.06,0.25,True
0.29,0.08,0.25,False
0.29,0.1,0.25,True
0.29,0.12,0.25,True
0.29,0.14,0.25,True
0.29,0.16,0.25,True
0.29,0.18,0.25,True
0.29,0.2,0.25,True
0.29,0.22,0.25,True
0.29,0.24,0.25,True
0.29,0.26,0.25,True
0.29,0.28,0.25,True
0.29,0.3,0.25,True
0.29,0.32,0.25,True
0.29,0.34,0.25,True
0.29,0.36,0.25,True
0.29,0.38,0.25,True
0.29,0.4,0.25,True
0.31,-0.4,0.25,True
0.31,-0.38,0.25,True
0.31,-0.36,0.25,True
0.31,-0.34,0.25,True
0.31,-0.32,0.25,True
0.31,-0.3,0.25,True
0.31,-0.28,0.25,True
0.31,-0.26,0.25,True
0.31,-0.24,0.25,True
0.31,-0.22,0.25,True
0.31,-0.2,0.25,True
0.31,-0.18,0.25,True
0.31,-0.16,0.25,True
0.31,-0.14,0.25,True
0.31,-0.12,0.25,True
0.31,-0.1,0.25,True
0.31,-0.08,0.25,True
0.31,-0.06,0.25,True
0.31,-0.04,0.25,True
0.31,-0.02,0.25,True
0.31,0.0,0.25,True
0.31,0.02,0.25,True
0.31,0.04,0.25,True
0.31,0.06,0.25,True
0.31,0.08,0.25,True
0.31,0.1,0.25,True
0.31,0.12,0.25,True
0.31,0.14,0.25,True
0.31,0.16,0.25,True
0.31,0.18,0.25,True
0.31,0.2,0.25,True
0.31,0.22,0.25,True
0.31,0.24,0.25,True
0.31,0.26,0.25,True
0.31,0.28,0.25,True
0.31,0.3,0.25,True
0.31,0.32,0.25,True
0.31,0.34,0.25,True
0.31,0.36,0.25,True
0.31,0.38,0.25,True
0.31,0.4,0.25,True
0.33,-0.4,0.25,True
0.33,-0.38,0.25,True
0.33,-0.36,0.25,True
0.33,-0.34,0.25,True
0.33,-0.32,0.25,True
0.33,-0.3,0.25,True
0.33,-0.28,0.25,True
0.33,-0.26,0.25,True
0.33,-0.24,0.25,True
0.33,-0.22,0.25,True
0.33,-0.2,0.25,True
0.33,-0.18,0.25,True
0.33,-0.16,0.25,True
0.33,-0.14,0.25,True
0.33,-0.12,0.25,True
0.33,-0.1,0.25,True
0.33,-0.08,0.25,True
0.33,-0.06,0.25,True
0.33,-0.04,0.25,True
0.33,-0.02,0.25,True
0.33,0.0,0.25,True
0.33,0.02,0.25,True
0.33,0.04,0.25,True
0.33,0.06,0.25,True
0.33,0.08,0.25,True
0.33,0.1,0.25,True
0.33,0.12,0.25,True
0.33,0.14,0.25,True
0.33,0.16,0.25,True
0.33,0.18,0.25,True
0.33,0.2,0.25,False
0.33,0.22,0.25,True
0.33,0.24,0.25,True
0.33,0.26,0.25,True
0.33,0.28,0.25,True
0.33,0.3,0.25,True
0.33,0.32,0.25,True
0.33,0.34,0.25,True
0.33,0.36,0.25,True
0.33,0.38,0.25,True
0.33,0.4,0.25,True
0.35,-0.4,0.25,True
0.35,-0.38,0.25,True
0.35,-0.36,0.25,True
0.35,-0.34,0.25,True
0.35,-0.32,0.25,True
0.35,-0.3,0.25,True
0.35,-0.28,0.25,True
0.35,-0.26,0.25,True
0.35,-0.24,0.25,True
0.35,-0.22,0.25,True
0.35,-0.2,0.25,True
0.35,-0.18,0.25,True
0.35,-0.16,0.25,True
0.35,-0.14,0.25,True
0.35,-0.12,0.25,True
0.35,-0.1,0.25,True
0.35,-0.08,0.25,True
0.35,-0.06,0.25,True
0.35,-0.04,0.25,True
0.35,-0.02,0.25,True
0.35,0.0,0.25,True
0.35,0.02,0.25,True
0.35,0.04,0.25,True
0.35,0.06,0.25,True
0.35,0.08,0.25,True
0.35,0.1,0.25,True
0.35,0.12,0.25,True
0.35,0.14,0.25,True
0.35,0.16,0.25,True
0.35,0.18,0.25,True
0.35,0.2,0.25,True
0.35,0.22,0.25,True
0.35,0.24,0.25,True
0.35,0.26,0.25,True
0.35,0.28,0.25,True
0.35,0.3,0.25,True
0.35,0.32,0.25,True
0.35,0.34,0.25,True
0.35,0.36,0.25,True
0.35,0.38,0.25,True
0.35,0.4,0.25,True
0.37,-0.4,0.25,True
0.37,-0.38,0.25,True
0.37,-0.36,0.25,True
0.37,-0.34,0.25,True
0.37,-0.32,0.25,True
0.37,-0.3,0.25,True
0.37,-0.28,0.25,True
0.37,-0.26,0.25,True
0.37,-0.24,0.25,True
0.37,-0.22,0.25,True
0.37,-0.2,0.25,True
0.37,-0.18,0.25,True
0.37,-0.16,0.25,True
0.37,-0.14,0.25,True
0.37,-0.12,0.25,True
0.37,-0.1,0.25,True
0.37,-0.08,0.25,True
0.37,-0.06,0.25,True
0.37,-0.04,0.25,True
0.37,-0.02,0.25,True
0.37,0.0,0.25,True
0.37,0.02,0.25,True
0.37,0.04,0.25,True
0.37,0.06,0.25,True
0.37,0.08,0.25,True
0.37,0.1,0.25,True
0.37,0.12,0.25,True
0.37,0.14,0.25,True
0.37,0.16,0.25,True
0.37,0.18,0.25,True
0.37,0.2,0.25,True
0.37,0.22,0.25,True
0.37,0.24,0.25,True
0.37,0.26,0.25,True
0.37,0.28,0.25,True
0.37,0.3,0.25,True
0.37,0.32,0.25,True
0.37,0.34,0.25,True
0.37,0.36,0.25,True
0.37,0.38,0.25,True
0.37,0.4,0.25,True
0.39,-0.4,0.25,True
0.39,-0.38,0.25,True
0.39,-0.36,0.25,True
0.39,-0.34,0.25,True
0.39,-0.32,0.25,True
0.39,-0.3,0.25,True
0.39,-0.28,0.25,True
0.39,-0.26,0.25,True
0.39,-0.24,0.25,True
0.39,-0.22,0.25,True
0.39,-0.2,0.25,True
0.39,-0.18,0.25,True
0.39,-0.16,0.25,True
0.39,-0.14,0.25,True
0.39,-0.12,0.25,True
0.39,-0.1,0.25,True
0.39,-0.08,0.25,True
0.39,-0.06,0.25,True
0.39,-0.04,0.25,True
0.39,-0.02,0.25,True
0.39,0.0,0.25,True
0.39,0.02,0.25,True
0.39,0.04,0.25,True
0.39,0.06,0.25,True
0.39,0.08,0.25,True
0.39,0.1,0.25,True
0.39,0.12,0.25,True
0.39,0.14,0.25,True
0.39,0.16,0.25,True
0.39,0.18,0.25,True
0.39,0.2,0.25,True
0.39,0.22,0.25,True
0.39,0.24,0.25,True
0.39,0.26,0.25,True
0.39,0.28,0.25,False
0.39,0.3,0.25,True
0.39,0.32,0.25,True
0.39,0.34,0.25,True
0.39,0.36,0.25,True
0.39,0.38,0.25,True
0.39,0.4,0.25,True
0.41,-0.4,0.25,True
0.41,-0.38,0.25,True
0.41,-0.36,0.25,True
0.41,-0.34,0.25,True
0.41,-0.32,0.25,True
0.41,-0.3,0.25,True
0.41,-0.28,0.25,True
0.41,-0.26,0.25,True
0.41,-0.24,0.25,True
0.41,-0.22,0.25,True
0.41,-0.2,0.25,True
0.41,-0.18,0.25,True
0.41,-0.16,0.25,True
0.41,-0.14,0.25,True
0.41,-0.12,0.25,True
0.41,-0.1,0.25,True
0.41,-0.08,0.25,True
0.41,-0.06,0.25,True
0.41,-0.04,0.25,True
0.41,-0.02,0.25,True
0.41,0.0,0.25,True
0.41,0.02,0.25,True
0.41,0.04,0.25,True
0.41,0.06,0.25,True
0.41,0.08,0.25,True
0.41,0.1,0.25,True
0.41,0.12,0.25,True
0.41,0.14,0.25,True
0.41,0.16,0.25,True
0.41,0.18,0.25,True
0.41,0.2,0.25,True
0.41,0.22,0.25,True
0.41,0.24,0.25,True
0.41,0.26,0.25,True
0.41,0.28,0.25,True
0.41,0.3,0.25,True
0.41,0.32,0.25,True
0.41,0.34,0.25,True
0.41,0.36,0.25,True
0.41,0.38,0.25,True
0.41,0.4,0.25,True
0.43,-0.4,0.25,True
0.43,-0.38,0.25,True
0.43,-0.36,0.25,True
0.43,-0.34,0.25,True
0.43,-0.32,0.25,True
0.43,-0.3,0.25,True
0.43,-0.28,0.25,True
0.43,-0.26,0.25,True
0.43,-0.24,0.25,True
0.43,-0.22,0.25,True
0.43,-0.2,0.25,True
0.43,-0.18,0.25,True
0.43,-0.16,0.25,True
0.43,-0.14,0.25,True
0.43,-0.12,0.25,True
0.43,-0.1,0.25,True
0.43,-0.08,0.25,True
0.43,-0.06,0.25,True
0.43,-0.04,0.25,True
0.43,-0.02,0.25,True
0.43,0.0,0.25,True
0.43,0.02,0.25,True
0.43,0.04,0.25,True
0.43,0.06,0.25,True
0.43,0.08,0.25,True
0.43,0.1,0.25,True
0.43,0.12,0.25,True
0.43,0.14,0.25,True
0.43,0.16,0.25,True
0.43,0.18,0.25,True
0.43,0.2,0.25,True
0.43,0.22,0.25,True
0.43,0.24,0.25,True
0.43,0.26,0.25,True
0.43,0.28,0.25,True
0.43,0.3,0.25,True
0.43,0.32,0.25,True
0.43,0.34,0.25,True
0.43,0.36,0.25,True
0.43,0.38,0.25,True
0.43,0.4,0.25,True
0.45,-0.4,0.25,False
0.45,-0.38,0.25,True
0.45,-0.36,0.25,True
0.45,-0.34,0.25,True
0.45,-0.32,0.25,True
0.45,-0.3,0.25,True
0.45,-0.28,0.25,True
0.45,-0.26,0.25,True
0.45,-0.24,0.25,True
0.45,-0.22,0.25,True
0.45,-0.2,0.25,True
0.45,-0.18,0.25,True
0.45,-0.16,0.25,True
0.45,-0.14,0.25,True
0.45,-0.12,0.25,True
0.45,-0.1,0.25,True
0.45,-0.08,0.25,True
0.45,-0.06,0.25,True
0.45,-0.04,0.25,True
0.45,-0.02,0.25,True
0.45,0.0,0.25,True
0.45,0.02,0.25,True
0.45,0.04,0.25,True
0.45,0.06,0.25,True
0.45,0.08,0.25,True
0.45,0.1,0.25,True
0.45,0.12,0.25,True
0.45,0.14,0.25,True
0.45,0.16,0.25,True
0.45,0.18,0.25,True
0.45,0.2,0.25,True
0.45,0.22,0.25,True
0.45,0.24,0.25,True
0.45,0.26,0.25,True
0.45,0.28,0.25,True
0.45,0.3,0.25,True
0.45,0.32,0.25,True
0.45,0.34,0.25,True
0.45,0.36,0.25,True
0.45,0.38,0.25,True
0.45,0.4,0.25,False

=== 요약 ===
전체 스캔: 5598개
OK: 3323개 (59.4%)
FAIL: 2275개
소요시간: 2125초
